tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,active_start_date,active_end_date
121+05847,US-45W,NORTHBOUND,US-45W BUS (HUMBOLDT) (EAST)/E MAIN ST,TN,MADISON,38343,35.7647,-88.84573,35.80869,-88.89035,4.049254,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113N07465,UNION AVE,WESTBOUND,S RIVERSIDE BLVD,TN,SHELBY,38103,35.14391,-90.05604,35.14396,-90.05623,0.011275,10.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113N07466,US-51,WESTBOUND,S DANNY THOMAS BLVD,TN,SHELBY,38103,35.14102,-90.04528,35.14111,-90.04563,0.020726,10.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09877,RIVERSIDE AVE,WESTBOUND,PINEVILLE RD,TN,HAMILTON,37405,35.06597,-85.31828,35.058759998094,-85.330649989196,0.905855,1.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-07213,US-641,SOUTHBOUND,TN-140/POPLAR ST/CHESTNUT ST,TN,HENRY,38251,36.50049,-88.32603,36.44518,-88.3324,3.845975,41.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09875,HAMM RD,WESTBOUND,MOCCASIN BEND RD,TN,HAMILTON,37405,35.05888,-85.32468,35.0529,-85.33282,0.72597,2.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05849,US-45W,NORTHBOUND,US-79/US-70 ALT/TN-76/EASTEND DR,TN,GIBSON,38343,35.82001,-88.89031,35.83528,-88.89588,1.538035,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-08575,US-412,EASTBOUND,CHRISTMASVILLE RD/DR F E WRIGHT DR,TN,MADISON,38305,35.67513,-88.80316,35.677859994161,-88.78731003675,0.909221,264.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05809,US-45/TN-5,NORTHBOUND,TN-18/BOLIVAR HWY/OVERTON DR,TN,MADISON,38301,35.49051,-88.72044,35.5547,-88.8104,6.749005,17.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05808,US-45/TN-5,NORTHBOUND,TN-100,TN,CHESTER,38340,35.42532,-88.64039,35.43434,-88.64835,0.78148,13.001,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05810,US-45/TN-5,NORTHBOUND,S ROYAL ST,TN,MADISON,38301,35.55656,-88.81154,35.60254,-88.81384,3.205341,19.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05814,US-45/TN-5,NORTHBOUND,VANN DR/EXIT 82B,TN,MADISON,38305,35.67127,-88.82978,35.67258,-88.82998,0.091199,32.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05813,US-45/TN-5,NORTHBOUND,US-412 BUS/TN-20/NORTH PKWY,TN,MADISON,38301,35.63853,-88.82595,35.65052,-88.8293,0.888578,27.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05812,US-45/TN-5,NORTHBOUND,LAMBUTH BLVD,TN,MADISON,38301,35.63512,-88.81944,35.63853,-88.82595,0.436587,26.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05811,US-45/TN-5,NORTHBOUND,US-70/TN-1/E SYCAMORE ST,TN,MADISON,38301,35.603,-88.81411,35.61086,-88.81854,0.605283,21.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05818,US-45/TN-5,NORTHBOUND,US-45 BYP/PASSMORE LN,TN,MADISON,38305,35.71859,-88.8394,35.73196,-88.8476,1.034809,37.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05817,US-45/TN-5,NORTHBOUND,ASHPORT RD,TN,MADISON,38305,35.69596,-88.82977,35.71743,-88.83872,1.591138,35.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05816,US-45/TN-5,NORTHBOUND,UNIVERSITY PKWY,TN,MADISON,38305,35.68708,-88.83007,35.69596,-88.82977,0.613772,34.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05815,US-45/TN-5,NORTHBOUND,HOPPER BARKER RD,TN,MADISON,38305,35.67258,-88.82998,35.68708,-88.83007,1.003563,33.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05819,US-45/TN-5,NORTHBOUND,SANDERS BLUFF RD/MASON RD,TN,MADISON,38343,35.73784,-88.84912,35.75589,-88.84354,1.294979,39.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05821,US-51,NORTHBOUND,TN-210,TN,DYER,38024,35.97622,-89.39258,35.98473,-89.39339,0.58973,140.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05820,US-51,NORTHBOUND,OLD TN-51/UNIONVILLE RD,TN,DYER,38024,35.9467,-89.40916,35.97622,-89.39258,2.364858,139.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05825,US-51-BYP,NORTHBOUND,PARR AVE,TN,DYER,38024,36.05786,-89.39366,36.05622,-89.3814,0.696334,6.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05824,US-51-BYP,NORTHBOUND,TN-78/LAKE RD,TN,DYER,38024,36.0363,-89.41186,36.0579,-89.39619,1.812277,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05823,US-51-BYP,NORTHBOUND,TN-104/FORREST ST,TN,DYER,38024,36.00759,-89.39874,36.03453,-89.41275,2.103105,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05822,US-51,NORTHBOUND,US-51 BUS,TN,DYER,38024,35.98473,-89.39339,36.00494,-89.39806,1.422056,141.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05829,US-51,NORTHBOUND,TN-77/GRAHAM ST,TN,DYER,38024,36.07479,-89.34494,36.117399988595,-89.285160011455,4.462119,153.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05828,US-51,NORTHBOUND,I-155/US-412,TN,DYER,38024,36.06586,-89.34314,36.070109991092,-89.345589994874,0.323904,151.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05827,US-51,NORTHBOUND,US-412/TN-211/TN-20/ST JOHN AVE,TN,DYER,38024,36.05152,-89.36522,36.06459,-89.34554,1.424262,149.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05826,US-51,NORTHBOUND,US-51 BUS/FRANK MAYNARD DR,TN,DYER,38024,36.0402,-89.38122,36.05074,-89.36639,1.131374,147.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09840,MOORE RD,SOUTHBOUND,ROGERS RD/CAMERON LN,TN,HAMILTON,37411,35.04312,-85.21961,35.02291,-85.2228,1.590816,1.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P50752,TN-175,NORTHBOUND,US-61/S 3RD ST,TN,SHELBY,38109,35.0116,-90.0965,35.01216,-90.09651,0.03869,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P50755,E MITCHELL RD,EASTBOUND,GEMINI DR,TN,SHELBY,38109,35.0551,-90.05424,35.05504,-90.05209,0.121651,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P50750,TN-175,NORTHBOUND,MISSISSIPPI/TENNESSEE,TN,SHELBY,38109,34.99472,-90.09636,34.99718,-90.09637,0.16994,1.5,America/Chicago,P3.14,USA,2021-03-30 14:00:00-04:00,null
121+05872,US-45E,NORTHBOUND,US-79/US-70 ALT/TN-76/VAN HOOK ST,TN,GIBSON,38358,35.88021,-88.74551,35.91614,-88.7542,2.553073,14.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P06738,US-70,EASTBOUND,I-40 (JACKSON),TN,MADISON,38305,35.67963,-88.74377,35.68215,-88.74161,0.212135,298.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05871,US-45E,NORTHBOUND,TN-152/W CHURCH AVE,TN,GIBSON,38355,35.79783,-88.78273,35.8019,-88.78274,0.282605,11.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P05408,US-421,NORTHBOUND,TENNESSEE/N CAROLINA STATE LINE,TN,JOHNSON,37691,36.33947,-81.74039,36.33974,-81.74051,0.019829,2.5,America/New_York,P3.14,USA,2021-03-30 14:00:00-04:00,null
121P06739,US-70,EASTBOUND,US-70 ALT/VETERANS DR,TN,CARROLL,38344,35.99466,-88.4369,35.99481,-88.43609,0.048603,335.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05870,US-45E,NORTHBOUND,S MAIN ST (MEDINA) (SOUTH),TN,MADISON,38362,35.76237,-88.84331,35.79627,-88.78372,4.080581,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P06736,US-70,EASTBOUND,US-412 BUS/TN-20/NORTH PKWY,TN,MADISON,38301,35.64338,-88.7768,35.64399,-88.77632,0.050069,294.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P06734,TN-100,EASTBOUND,TN-69/TN-202,TN,DECATUR,38329,35.57865,-88.13225,35.57908,-88.13158,0.047952,14.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05876,US-45E,NORTHBOUND,TN-425/MIDDLE RD,TN,GIBSON,38358,35.92967,-88.76076,35.94044,-88.76587,0.79858,20.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05875,US-45E,NORTHBOUND,W CHERRY ST/CHERRY ST,TN,GIBSON,38358,35.92306,-88.76092,35.92947,-88.76075,0.443107,18.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05874,US-45E,NORTHBOUND,NEW ST,TN,GIBSON,38358,35.92137,-88.75944,35.92306,-88.76092,0.144392,17.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P06732,MAIN ST,EASTBOUND,US-45/TN-5,TN,CHESTER,38340,35.4342,-88.64853,35.43434,-88.64835,0.014006,2.001,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P06733,TN-100,EASTBOUND,TN-22,TN,HENDERSON,38368,35.4951,-88.37883,35.49591,-88.37727,0.104062,10.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05873,US-45E,NORTHBOUND,E FRONT ST,TN,GIBSON,38358,35.9209,-88.75895,35.92137,-88.75944,0.0425,16.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+04548,TN-840,EASTBOUND,I-65/EXIT 31,TN,WILLIAMSON,37064,35.82146,-86.85091,35.82132,-86.84689,0.225595,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+04549,TN-840,EASTBOUND,PEYTONSVILLE ARNO RD/EXIT 34,TN,WILLIAMSON,37064,35.82196,-86.83304,35.811919978417,-86.78524010576,2.850295,5.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09849,TN-319,SOUTHBOUND,TN-153,TN,HAMILTON,37343,35.15146,-85.21851,35.13267,-85.24298,1.971115,10.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05879,US-45E,NORTHBOUND,TN-54/W MAIN ST (BRADFORD),TN,GIBSON,38316,36.03348,-88.81295,36.07466,-88.82527,2.935073,23.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05878,US-45E,NORTHBOUND,MILAN HWY/OLIVERS CHAPEL RD,TN,GIBSON,38316,36.01397,-88.80159,36.03348,-88.81295,1.490122,22.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09846,GERMANTOWN RD,SOUTHBOUND,I-24/TERRACE RD,TN,HAMILTON,37411,35.02416,-85.24643,35.01472,-85.25161,0.714991,2.0,America/New_York,P1.3,USA,2021-03-30 14:00:00-04:00,null
121+04547,TN-840,EASTBOUND,US-431/EXIT 30,TN,WILLIAMSON,37064,35.8211,-86.87906,35.82194,-86.85984,1.082737,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05877,US-45E,NORTHBOUND,VICK RD,TN,GIBSON,38358,35.94044,-88.76587,36.01397,-88.80159,5.462652,21.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09847,GERMANTOWN RD,SOUTHBOUND,US-11/BRAINERD RD,TN,HAMILTON,37411,35.03519,-85.24184,35.02416,-85.24643,0.82662,1.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09845,GERMANTOWN RD,SOUTHBOUND,US-41/RINGGOLD RD,TN,HAMILTON,37412,35.01389,-85.25207,35.00356,-85.2597,0.85069,4.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09842,BELVOIR AVE,SOUTHBOUND,RINGGOLD RD,TN,HAMILTON,37412,35.0107,-85.24405,34.99773,-85.24874,0.984534,3.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09843,BELVOIR AVE,SOUTHBOUND,TERRACE RD,TN,HAMILTON,37411,35.01826,-85.2402,35.0114,-85.24369,0.514098,1.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P50763,NEW HORN LAKE RD,NORTHBOUND,I-55,TN,SHELBY,38109,35.07936,-90.06304,35.0797,-90.06304,0.023487,6.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P50765,FLORIDA ST,NORTHBOUND,I-55,TN,SHELBY,38109,35.0797,-90.06304,35.08058,-90.06308,0.060839,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P50760,NEW HORN LAKE RD,NORTHBOUND,US-61/S 3RD ST,TN,SHELBY,38109,35.03947,-90.06916,35.03998,-90.06921,0.03535,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+04551,TN-840,EASTBOUND,US-31 ALT/US-41 ALT/EXIT 42,TN,WILLIAMSON,37046,35.83093,-86.73111,35.846140001148,-86.668890051287,3.861584,9.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05883,US-45E,NORTHBOUND,US-45E BUS (MARTIN) (SOUTH)/TN-43/TN-216/ELM ST,TN,WEAKLEY,38237,36.25031,-88.82966,36.31286,-88.84746,4.479252,32.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05882,US-45E,NORTHBOUND,TN-89/SIDONIA RD/MAIN ST (SHARON),TN,WEAKLEY,38255,36.21408,-88.82602,36.22978,-88.83657,1.256354,28.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+04552,TN-840,EASTBOUND,TN-102/ALMAVILLE RD/EXIT 47,TN,WILLIAMSON,37014,35.84522,-86.65312,35.85805,-86.5863,4.140165,11.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05881,US-45E,NORTHBOUND,OLD US-45E (SHARON) (SOUTH),TN,WEAKLEY,38230,36.15342,-88.80073,36.21253,-88.82437,4.306333,26.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05880,US-45E,NORTHBOUND,TN-105/RUTHERFORD HWY/GREENFIELD HWY,TN,GIBSON,38316,36.07466,-88.82527,36.09174,-88.8132,1.395628,24.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+04550,TN-840,EASTBOUND,ARNO RD/EXIT 37,TN,WILLIAMSON,37046,35.81518,-86.76799,35.82356,-86.74481,1.423385,7.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+04555,TN-840,EASTBOUND,SULPHUR SPRINGS RD/EXIT 57,TN,RUTHERFORD,37129,35.90686,-86.44515,35.93447997854,-86.4358799971,2.034097,17.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05887,US-70S,WESTBOUND,US-70/TN-24/CHARLOTTE PIKE,TN,DAVIDSON,37221,36.08192,-86.95726,36.0915,-86.97987,1.733377,101.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P50757,RIVERPORT RD,NORTHBOUND,RIVERGATE DR,TN,SHELBY,38109,35.0748,-90.08443,35.07497,-90.08407,0.023498,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+04556,TN-840,EASTBOUND,TN-266/EXIT 61,TN,RUTHERFORD,37129,35.94253,-86.43699,35.98113,-86.44124,2.901878,19.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05886,TN-100,EASTBOUND,TN-1/MEMPHIS BRISTOL HWY,TN,DAVIDSON,37205,36.06229,-86.90461,36.09888,-86.87184,3.186657,30.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05885,TN-100,EASTBOUND,TN-254/OLD HICKORY BLVD,TN,DAVIDSON,37221,36.06077,-86.91606,36.06229,-86.90461,0.650772,29.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+04553,TN-840,EASTBOUND,I-24/EXIT 53,TN,RUTHERFORD,37128,35.86926,-86.50563,35.87968,-86.48328,1.445778,13.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09839,MOORE RD,SOUTHBOUND,US-11/BRAINERD RD,TN,HAMILTON,37411,35.02291,-85.2228,35.01296,-85.22828,0.754104,2.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P50758,RIVERPORT RD,NORTHBOUND,W MALLORY AVE,TN,SHELBY,38109,35.08645,-90.07323,35.08685,-90.07316,0.027914,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+04554,TN-840,EASTBOUND,US-41/EXIT 55,TN,RUTHERFORD,37129,35.88885,-86.47209,35.89941,-86.45558,1.207087,15.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05884,TN-100,EASTBOUND,OLD HARDING PIKE,TN,DAVIDSON,37221,36.03461,-86.97307,36.04448,-86.95625,1.22218,26.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09837,MOORE RD,SOUTHBOUND,US-41/US-76/RINGGOLD RD,TN,HAMILTON,37412,35.00622,-85.23189,34.99595,-85.23741,0.775237,5.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09838,MOORE RD,SOUTHBOUND,I-24/TERRACE RD,TN,HAMILTON,37411,35.01296,-85.22828,35.00718,-85.23135,0.435455,3.0,America/New_York,P1.3,USA,2021-03-30 14:00:00-04:00,null
121+05889,US-70S,WESTBOUND,TN-251/OLD HICKORY BLVD,TN,DAVIDSON,37205,36.09437,-86.88171,36.07448,-86.92093,2.672035,96.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+04557,TN-840,EASTBOUND,TN-452,TN,RUTHERFORD,37129,35.9902,-86.43521,36.03487,-86.42871,3.171244,21.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05888,US-70S,WESTBOUND,I-40 (NASHVILLE) (WEST),TN,DAVIDSON,37221,36.07702,-86.94563,36.08051,-86.95494,0.578738,99.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+04558,TN-840,EASTBOUND,RUTHERFORD--WILSON COUNTY BORDER,TN,RUTHERFORD,37129,36.04566,-86.42981,36.04891,-86.4303,0.226188,23.0,America/Chicago,P3.14,USA,2021-03-30 14:00:00-04:00,null
121-09833,HICKORY VALLEY RD,SOUTHBOUND,SHALLOWFORD RD,TN,HAMILTON,37421,35.07153,-85.15637,35.04628,-85.16629,1.864507,4.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09834,HICKORY VALLEY RD,SOUTHBOUND,TN-317/BONNY OAKS DR,TN,HAMILTON,37416,35.10466,-85.15962,35.07153,-85.15637,2.719564,3.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09831,HICKORY VALLEY RD,SOUTHBOUND,I-75/E BRAINERD RD,TN,HAMILTON,37421,35.0406,-85.16933,35.01929,-85.18066,1.605987,6.0,America/New_York,P1.3,USA,2021-03-30 14:00:00-04:00,null
121-09832,HICKORY VALLEY RD,SOUTHBOUND,US-11/LEE HWY,TN,HAMILTON,37421,35.04628,-85.16629,35.0406,-85.16933,0.428411,5.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09862,HIXSON PIKE,SOUTHBOUND,N ACCESS RD/ASHLAND TER,TN,HAMILTON,37415,35.11717,-85.25041,35.11463,-85.25614,0.40458,4.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-08531,US-11E,SOUTHBOUND,E OAKLAND AVE,TN,WASHINGTON,37601,36.36502,-82.38099,36.36011,-82.38424,0.389609,14.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09863,HIXSON PIKE,SOUTHBOUND,TN-319/HAMILL RD,TN,HAMILTON,37343,35.12944,-85.24613,35.11776,-85.2501,0.838348,2.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-08532,US-11E,SOUTHBOUND,CARROLL CREEK RD,TN,SULLIVAN,37686,36.42668,-82.31599,36.39111,-82.35863,3.441812,11.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-07201,US-51,SOUTHBOUND,TN-104/COURT ST,TN,DYER,38024,36.03444,-89.38542,36.03274,-89.38577,0.119098,285.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09860,HIXSON PIKE,SOUTHBOUND,ALTAMONT RD,TN,HAMILTON,37415,35.10426,-85.2736,35.08818,-85.28863,1.512134,7.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-07200,US-51,SOUTHBOUND,LAUDERDALE--DYER COUNTY BORDER,TN,DYER,38024,35.97624,-89.39278,35.94676,-89.40932,2.361681,290.0,America/Chicago,P3.14,USA,2021-03-30 14:00:00-04:00,null
121-09861,HIXSON PIKE,SOUTHBOUND,LUPTON DR,TN,HAMILTON,37415,35.11425,-85.25819,35.10426,-85.2736,1.227007,6.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-08530,US-11E,SOUTHBOUND,TN-36/N ROAN ST,TN,WASHINGTON,37601,36.36011,-82.38424,36.35794,-82.38404,0.151452,15.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P50775,JACK CARLEY CSWY,EASTBOUND,RIVERSIDE BLVD,TN,SHELBY,38106,35.11802,-90.0748,35.1181,-90.07416,0.03688,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P50774,JACK CARLEY CSWY,EASTBOUND,CHANNEL AVE,TN,SHELBY,38106,35.1087,-90.08801,35.10956,-90.08669,0.096054,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P50777,HARBOR AVE,EASTBOUND,BUOY ST,TN,SHELBY,38109,35.08689,-90.13435,35.08662,-90.13358,0.047629,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P50771,RIVERSIDE BLVD,NORTHBOUND,W MCLEMORE AVE,TN,SHELBY,38106,35.11668,-90.07401,35.11718,-90.07419,0.036635,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P50772,RIVERSIDE BLVD,NORTHBOUND,JACK CARLEY CSWY,TN,SHELBY,38106,35.11743,-90.07419,35.1181,-90.07416,0.046334,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05850,US-45W,NORTHBOUND,US-45W BUS (HUMBOLDT) (NORTH)/CENTRAL AVE,TN,GIBSON,38343,35.83528,-88.89588,35.837220004762,-88.915099986666,1.100547,5.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05854,US-45W,NORTHBOUND,US-45W BUS (TRENTON) (SOUTH)/TN-367/COLLEGE ST,TN,GIBSON,38343,35.89876,-88.93291,35.938099955489,-88.941009988286,2.778002,9.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P50768,MCLEMORE AVE,EASTBOUND,RIVERSIDE BLVD,TN,SHELBY,38106,35.11668,-90.07401,35.11652,-90.07364,0.024058,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05853,US-45W,NORTHBOUND,FRUITLAND RD (FRUITLAND) (NORTH),TN,GIBSON,38343,35.88782,-88.92757,35.898759990425,-88.932909987446,0.878685,8.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05852,US-45W,NORTHBOUND,TN-420,TN,GIBSON,38343,35.88401,-88.92749,35.887819989355,-88.927569999776,0.263233,7.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05851,US-45W,NORTHBOUND,FRUITLAND RD (FRUITLAND) (SOUTH)/ENGER RD,TN,GIBSON,38343,35.83722,-88.9151,35.88401,-88.92749,3.331885,6.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P50769,MCLEMORE AVE,EASTBOUND,I-55,TN,SHELBY,38106,35.11652,-90.07341,35.11646,-90.07096,0.138648,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-07207,US-641,SOUTHBOUND,TN-69/TN-192,TN,BENTON,38320,36.03438,-88.11658,35.96758,-88.11324,4.699506,55.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05858,US-45W,NORTHBOUND,TN-54/HALLIBURTON ST,TN,GIBSON,38382,35.98464,-88.93034,35.99998,-88.93145,1.063004,16.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-07206,US-641,SOUTHBOUND,TN-69/TN-192/ROCKPORT MCILLWAIN RD,TN,BENTON,38341,35.96677,-88.11331,35.86476,-88.08431,7.286562,57.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05857,US-45W,NORTHBOUND,CHRISTMASVILLE RD,TN,GIBSON,38382,35.98041,-88.93022,35.98464,-88.93034,0.292287,15.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-08537,US-11E,SOUTHBOUND,TN-358/WEAVER PIKE,TN,SULLIVAN,37620,36.59228,-82.18855,36.58394,-82.18611,0.623384,2.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05856,US-45W,NORTHBOUND,TN-54/E ARMORY ST,TN,GIBSON,38382,35.95956,-88.9337,35.96528,-88.93133,0.417151,12.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-07209,US-641,SOUTHBOUND,MANLEYVILLE RD,TN,HENRY,38242,36.27291,-88.2868,36.214330010162,-88.200490010106,6.325501,49.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-07208,US-641,SOUTHBOUND,BIG SANDY RIVER RD,TN,HENRY,38256,36.21433,-88.20049,36.167220008662,-88.147630005997,4.434956,50.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-08538,US-11E,SOUTHBOUND,TN-34/ANDERSON ST,TN,SULLIVAN,37620,36.59442,-82.18884,36.59284,-82.18884,0.109178,1.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+05855,US-45W,NORTHBOUND,OLD JACKSON RD/S LEXINGTON ST,TN,GIBSON,38382,35.94058,-88.94018,35.95956,-88.9337,1.395112,11.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
