"Rank","Head Location","Starting TMC Code","Latitude","Longitude","Average max length","Average daily duration","Total duration","All events/incidents","Volume Estimate","Base Impact","Speed differential","Congestion","TOTAL DELAY","Segment IDs"
352,"US-31 S @ TN-840","121-11637","35.82307","-86.88668","0.94"," 40 m"," 20 h 23 m","0","10,411","1,279","29,739","1,901","449,733","121-11637, 121N05211, 121-05211, 121-05957, 121-05212"
353,"TN-56 N @ US-70S/TN-1","121P06139","35.70166","-85.78085","0.08"," 16 h 48 m","21 d 12 m","0","5,524","2,198","42,191","3,051","448,426","121P06139, 121+06139, 121P08933, 121+08933"
354,"KOREAN VETERANS BLVD S @ 4TH AVE S","121-12444","36.15719","-86.77468","0.24"," 1 h 30 m","1 d 21 h 25 m","0","14,194","590","5,958","740","448,272","121-12444, 121N12445, 121-12445, 121N12446"
355,"US-31A N @ TN-253/CONCORD RD","121+09061","35.99686","-86.68989","3.73"," 30 m"," 15 h 8 m","0","5,172","3,099","50,450","3,655","445,146","121+09061, 121+09060"
356,"TN-46 N @ I-40","121P06024","36.02036","-87.33737","0.2"," 4 h 49 m","6 d 39 m","0","10,459","1,764","30,097","2,021","443,440","121P06024"
357,"TN-155 W @ US-431/TN-106/HILLSBORO PIKE","121-08682","36.11397","-86.81089","1.09"," 40 m"," 20 h 14 m","0","10,807","1,308","17,930","1,514","443,081","121-08682, 121-08690, 121-08689, 121-05902"
358,"US-70S E @ TN-53/MCCRARY ST","121-06057","35.82752","-86.06885","0.74"," 1 h 51 m","2 d 7 h 51 m","0","5,970","2,493","30,885","2,762","442,186","121-06057"
359,"KOREAN VETERANS BLVD S @ 2ND AVE S","121N12445","36.15803","-86.7727","0.08"," 6 h 14 m","7 d 19 h 2 m","0","14,558","768","8,788","903","441,293","121N12445, 121-12445, 121N12446"
360,"TN-170 W @ MELTON LAKE DR","121N10615","36.01667","-84.16766","0.26"," 7 h","8 d 18 h 28 m","0","8,196","2,617","62,048","3,159","441,233","121N10615, 121-10615, 121N10616"
361,"TN-96 E @ I-24","121P06761","35.84759","-86.43328","1.3"," 33 m"," 16 h 49 m","0","9,746","1,376","23,835","1,751","440,217","121P06761, 121+06761"
362,"US-431 N @ HARDING PL","121+07414","36.09089","-86.82889","4.98"," 9 m"," 4 h 34 m","0","15,865","1,192","26,276","1,469","440,139","121+07414, 121+07413, 121+07442, 121+07412, 121P07411, 121+07411"
363,"HICKORY HOLLOW PKWY N @ UNA ANTIOCH PIKE/ANTIOCH PIKE","121P50700","36.05972","-86.67107","0.14"," 7 h 3 m","8 d 19 h 38 m","0","3,772","2,384","34,822","3,343","438,533","121P50700, 121+50700, 121P50699, 121+50699, 121P50698, 121+50698, 121P50697"
364,"BELL RD E @ NASHBORO BLVD/SMITH SPRINGS RD","121+50584","36.09034","-86.62652","1.34"," 58 m","1 d 5 h 20 m","0","5,972","2,291","34,879","2,771","438,047","121+50584, 121P50583, 121+50583, 121P50582"
365,"TN-168 N @ MARTIN MILL PIKE SW","121+10433","35.89047","-83.91154","1.77"," 35 m"," 17 h 59 m","0","8,326","1,605","47,013","2,537","437,372","121+10433, 121P10432, 121+10432, 121P10431"
366,"WESTLAND DR E @ EBENEZER RD","121P10696","35.89138","-84.06763","0.37"," 14 h 46 m","18 d 11 h 8 m","0","7,727","2,039","38,861","2,540","436,366","121P10696, 121+10696, 121+10695, 121P10694, 121+10694, 121P10693"
367,"TN-204 N @ TN-15/STAGE RD","113P10393","35.20702","-89.89461","0.05"," 4 h 45 m","5 d 22 h 51 m","0","15,966","690","13,085","985","436,285","113P10393, 113+10393, 113+10392, 113+10391, 113P10390"
368,"TN-23 W @ TN-23/UNION AVE","113N10835","35.13523","-89.96832","1.32"," 32 m"," 16 h 2 m","0","11,394","1,255","21,254","1,544","436,180","113N10835, 113-10835, 113-10836, 113-10837, 113-10838"
369,"TN-76 W @ I-24","121P12103","36.52508","-87.22394","0.29"," 3 h 14 m","4 d 1 h 7 m","0","9,983","1,691","27,668","1,942","434,677","121P12103"
370,"STRATFORD RD S @ US-64/US-70/US-79/SUMMER AVE","113N50886","35.14866","-89.90617","0.09"," 8 h 35 m","10 d 17 h 46 m","0","12,423","1,039","16,117","1,288","434,370","113N50886, 113-50886, 113N50887"
371,"US-27 N @ TN-111","121+04379","35.29927","-85.15065","1.51"," 20 m"," 10 h 21 m","0","12,133","1,001","40,495","1,967","433,612","121+04379, 121P04378"
372,"US-231 S @ WARRIOR DR/BUTLER DR","121-06841","35.80591","-86.39764","0.32"," 56 m","1 d 4 h 10 m","0","27,842","509","8,564","632","432,678","121-06841, 121-50890, 121-50889"
373,"US-127 S @ US-70/TN-1/TN-101/LANTANA RD","121-05342","35.94588","-85.02491","1.31"," 58 m","1 d 5 h 17 m","0","6,844","2,291","32,584","2,576","432,437","121-05342, 121N05343"
374,"TN-56 S @ I-40","121N06141","36.08927","-85.72422","0.32"," 40 m"," 20 h 26 m","0","19,474","388","5,629","590","430,950","121N06141"
375,"HARDING PL E @ GRANNY WHITE PIKE","121P50766","36.08938","-86.80291","0.08"," 10 h 25 m","13 d 43 m","0","15,135","1,041","20,127","1,296","428,825","121P50766, 121+50766"
376,"TN-12 E @ LINDAHL PKY/MCQUARRY ST","121+09199","36.26459","-87.05881","0.91"," 56 m","1 d 4 h 15 m","0","8,303","1,373","16,267","1,590","426,111","121+09199, 121P09198, 121+09198"
377,"US-127-ALT N @ US-127/N MAIN ST","121P12475","35.95803","-85.03308","0.18"," 11 h 24 m","14 d 6 h 23 m","0","4,898","2,710","38,949","3,216","426,107","121P12475, 121+12475, 121+12474, 121P12473"
378,"HIXSON PIKE N @ TN-319/DUPONT PKY","121P09863","35.11776","-85.2501","0.18"," 2 h 42 m","3 d 9 h 26 m","0","16,681","852","14,654","1,049","426,062","121P09863, 121+09863, 121P09862"
379,"TN-96 W @ DEJARNETTE LN","121N08714","35.88356","-86.34421","0.6"," 1 h 38 m","2 d 1 h 21 m","0","7,883","1,852","52,751","2,765","425,808","121N08714, 121-08714, 121-08715, 121-08716"
380,"TN-386 S @ US-31E/MAIN ST/JOHNNY CASH PKY","121N04682","36.32934","-86.56205","2.59"," 4 m"," 2 h 9 m","0","17,742","235","12,451","1,115","423,870","121N04682, 121-04682, 121N11563"
381,"US-31 N @ US-31-TRUCK/US-431-TRUCK/DOWNS BLVD","121+05212","35.90772","-86.87485","1.75"," 37 m"," 18 h 55 m","0","9,548","1,798","30,608","2,050","421,794","121+05212, 121+05957"
382,"US-11 N @ MAIN ST/OOLTEWAH GEORGETOWN RD","121+08421","35.08267","-85.05858","0.51"," 1 h 1 m","1 d 6 h 50 m","0","14,432","934","11,391","1,043","421,635","121+08421, 121P08420"
383,"US-70 E @ PETERS RD","121+07060","35.91287","-84.08183","0.29"," 1 h 4 m","1 d 8 h 7 m","0","13,802","553","6,788","762","421,551","121+07060, 121P07059"
384,"US-431 S @ THOMPSON STATION RD E","121-07439","35.78698","-86.84429","4.62"," 12 m"," 6 h 24 m","0","6,224","1,339","43,835","2,830","421,374","121-07439, 121N07440, 121-07440"
385,"US-45/TN-5 N @ I-40/US-412","121P07166","35.67127","-88.82978","0.23"," 2 h 1 m","2 d 12 h 57 m","0","16,990","684","8,477","802","417,451","121P07166, 121+07166, 121+07165, 121P05813"
386,"TN-317 S @ US-11/LEE HWY","121-10286","35.06074","-85.1342","2.59"," 14 m"," 7 h 2 m","0","14,450","1,099","19,652","1,315","417,031","121-10286, 121-10287"
387,"US-231 S @ I-24","121-06014","35.81476","-86.3964","0.74"," 31 m"," 15 h 33 m","0","18,653","539","9,412","768","413,752","121-06014, 121N06014, 121-06841, 121-50890, 121-50889"
388,"US-231 S @ TN-266/JEFFERSON PIKE","121-06849","35.95077","-86.37789","7.79"," 10 m"," 5 h 28 m","0","8,392","2,440","62,242","2,987","413,507","121-06849, 121N06849, 121-06848"
389,"TN-155 N @ US-70/TN-1/HARDING RD","121-05902","36.12497","-86.8476","1.11"," 20 m"," 10 h 4 m","0","21,037","554","8,389","692","413,370","121-05902, 121N05902, 121-09010, 121-05904, 121N05904, 121-05903"
390,"US-431 S @ I-24 (SOUTH)","121-07445","36.17198","-86.7678","0.17"," 3 h 19 m","4 d 3 h 57 m","0","11,815","874","11,207","1,073","412,645","121-07445, 121N07446, 121-07446, 121N07447"
391,"US-31 N @ TN-396/SATURN PKY","121+05956","35.73477","-86.95213","5.38"," 15 m"," 7 h 46 m","0","9,741","2,505","61,761","2,874","410,819","121+05956"
392,"TN-14 S @ TN-204/WK SINGLETON PKY","113N05383","35.23452","-89.8959","0.11"," 7 h 18 m","9 d 3 h 29 m","0","12,795","1,260","29,137","1,625","410,626","113N05383, 113-05383"
393,"US-441 S @ RIFLE RANGE RD/BROWN GAP RD","121-10422","36.05799","-83.92434","1.67"," 13 m"," 6 h 52 m","0","18,499","686","11,393","859","410,026","121-10422"
394,"TN-25 E @ WATER AVE","121+09297","36.38833","-86.44641","0.34"," 1 h 37 m","2 d 52 m","0","6,740","944","8,966","1,233","409,044","121+09297, 121P09296, 121+09296, 121P09295"
395,"DEMONBREUN ST W @ 4TH AVE S","121-12428","36.15904","-86.77585","0.17"," 6 h 37 m","8 d 6 h 41 m","0","3,686","1,982","13,331","2,197","408,657","121-12428, 121-12429, 121N12430"
396,"US-25E S @ TN-343/BUFFALO TRL","121-08360","36.25871","-83.28357","5.4"," 8 m"," 4 h 26 m","0","10,301","1,023","39,611","2,018","406,835","121-08360, 121-08359, 121N05590, 121-05590"
397,"TN-277 N @ US-64/US-79/US-70/TN-23/UNION AVE","113+05539","35.13226","-89.98363","1.09"," 16 m"," 8 h 11 m","0","9,929","580","11,708","1,160","405,338","113+05539, 113+05538, 113P05537"
398,"US-79 W @ TN-48/TRENTON RD","121N07148","36.56275","-87.31292","0.08"," 5 h 56 m","7 d 10 h 5 m","0","18,364","839","14,825","999","404,478","121N07148, 121-07148, 121N06010"
399,"TN-332 W @ US-11/US-70/KINGSTON PIKE (WEST)","121N10450","35.88442","-84.15346","1.19"," 52 m","1 d 2 h 6 m","0","9,194","1,320","26,705","1,792","404,385","121N10450, 121-10450"
400,"TN-102 S @ I-24","121N09037","35.9341","-86.5329","0.35"," 2 h 2 m","2 d 13 h 20 m","0","11,103","1,156","19,105","1,429","404,062","121N09037, 121-09037, 121-09038"
401,"US-70 W @ I-40 (WEST)","121-11055","36.14144","-85.27672","1.31"," 23 m"," 11 h 51 m","0","8,251","1,138","25,273","1,770","403,760","121-11055, 121N11056, 121-11056"
402,"TN-266 S @ TN-840","121N09278","35.9873","-86.43897","0.3"," 5 h 14 m","6 d 13 h 23 m","0","6,282","2,939","62,938","3,509","403,636","121N09278, 121-09278, 121N09279"
403,"US-411 N @ US-321/TN-73/LAMAR ALEXANDER PKY","121P05489","35.75152","-83.9757","0.2"," 4 h 2 m","5 d 1 h 3 m","0","11,976","1,039","16,130","1,268","402,631","121P05489, 121+05489, 121+05488"
404,"TN-62 E @ I-640/I-75","121-05537","35.97381","-83.98095","0.15"," 3 h 9 m","3 d 22 h 53 m","0","18,366","791","12,233","906","402,199","121-05537, 121N08223, 121-08223, 121-08224"
405,"US-11 N @ TN-324/SUGAR LIMB RD","121+08487","35.77059","-84.31182","6.57"," 9 m"," 4 h 37 m","0","4,128","1,507","35,029","2,908","402,141","121+08487, 121+08486, 121P08485, 121+08485"
406,"SHELBY AVE E @ I-24","121P09309","36.16701","-86.76374","0.23"," 1 h 57 m","2 d 10 h 42 m","0","13,435","708","7,744","846","401,305","121P09309, 121+09309, 121P12448"
407,"CENTRAL AVE E @ S GOODLETT ST","113P10852","35.12262","-89.92579","0.08"," 10 h 28 m","13 d 2 h 3 m","0","10,615","1,037","15,415","1,311","399,657","113P10852, 113+10852"
408,"E TRINITY LN E @ GALLATIN PIKE","121P09336","36.20358","-86.73853","0.04"," 12 h 20 m","15 d 10 h 5 m","0","6,652","1,319","19,507","1,801","399,656","121P09336, 121+09336, 121P09335, 121+09335, 121+09334, 121P09333"
409,"US-70S E @ MURPHY RD/ORLEANS DR","121-08649","36.13935","-86.81912","0.37"," 1 h 22 m","1 d 17 h 25 m","0","21,075","639","8,359","719","397,915","121-08649, 121N08618, 121-08618, 121-08648, 121-05893, 121N05892, 121-05892, 121-08647, 121N05891, 121-05891"
410,"JEFFERSON ST E @ 5TH AVE N","121+13496","36.1743","-86.78739","0.56"," 1 h 1 m","1 d 6 h 49 m","0","10,115","990","14,536","1,290","396,142","121+13496, 121+13495, 121+13494, 121+13493"
411,"US-31W S @ I-65 (GOODLETTSVILLE)","121N05049","36.34625","-86.71701","2.91"," 8 m"," 4 h 12 m","0","29,492","483","9,980","612","396,027","121N05049, 121-05049, 121-05050"
412,"DEMONBREUN ST E @ US-70/1ST AVE S","121P12430","36.16022","-86.7731","0.14"," 7 h 6 m","8 d 21 h 8 m","0","4,165","1,361","9,279","1,621","395,227","121P12430, 121+12430, 121+12429, 121+12428, 121+12427"
413,"TN-177 N @ TN-193/MACON RD/MEADOW TRAIL DR","113+05465","35.15399","-89.79518","0.85"," 21 m"," 10 h 30 m","0","30,521","462","8,388","566","393,938","113+05465, 113+05464, 113P05463"
414,"US-321 E @ US-25/US-70/TN-9/E BROADWAY","121+05551","35.96686","-83.18747","0.29"," 3 h 45 m","4 d 16 h 31 m","0","5,502","1,976","20,350","2,195","393,808","121+05551"
415,"US-70 W @ TN-45/OLD HICKORY BLVD","121N04444","36.19746","-86.62077","0.13"," 3 h 44 m","4 d 16 h 23 m","0","17,847","889","13,047","978","392,454","121N04444"
416,"US-129 S @ CUSICK RD","121-08329","35.81186","-83.98359","2"," 3 m"," 1 h 30 m","0","30,555","149","5,464","478","391,892","121-08329, 121-08330, 121N08331, 121-08331, 121N05571, 121-05571, 121-08332"
417,"MUSIC SQ W S @ GRAND AVE","121P13635","36.14687","-86.79377","0.24"," 5 h 3 m","6 d 7 h 37 m","0","7,181","1,842","23,012","2,037","391,815","121P13635, 121+13635, 121P13634"
418,"TN-385 W @ KIRBY PKY","113P04235","35.06895","-89.84916","1.55"," 4 m"," 2 h 4 m","0","47,916","174","7,152","417","390,116","113P04235, 113+04235, 113P04234, 113+04234"
419,"TN-66 N @ TN-448/NORTH PKY","121+11583","35.87243","-83.56834","0.22"," 1 h 16 m","1 d 14 h 9 m","0","17,262","506","5,977","632","389,199","121+11583, 121P08238"
420,"TN-171 N @ DIVISION ST","121+09272","36.19962","-86.51896","3.33"," 8 m"," 4 h 8 m","0","16,587","736","13,863","973","388,992","121+09272, 121P09271, 121+09271, 121+09270"
421,"US-441 N @ US-11/US-70/MAIN ST/CUMBERLAND AVE","121P10411","35.96097","-83.92098","0.09"," 3 h 9 m","3 d 22 h 55 m","0","20,708","477","6,058","586","388,533","121P10411, 121+10411, 121+10410"
422,"RIVERSIDE DR S @ UNION AVE","113-10753","35.14396","-90.05623","0.31"," 3 h 50 m","4 d 19 h 21 m","0","7,834","2,059","32,658","2,289","388,246","113-10753, 113N10754"
423,"TN-6 N @ US-31/US-412/US-412-BR/TN-99","121P09147","35.63575","-87.01745","0.14"," 5 h 53 m","7 d 8 h 42 m","0","11,110","1,246","23,204","1,530","387,765","121P09147, 121+09147"
424,"TN-66 N @ TN-139/DOUGLAS DAM RD","121P08242","35.95848","-83.59378","0.72"," 38 m"," 19 h 23 m","0","16,877","687","18,389","1,077","387,765","121P08242, 121+08242, 121P11616, 121+11616, 121+08241, 121+08240, 121+11583, 121P08238"
425,"US-41 S @ E 29TH ST/BACHMAN TUNL","121N09462","35.00936","-85.27156","0.13"," 3 h 38 m","4 d 13 h 3 m","0","9,219","870","13,819","1,270","387,167","121N09462, 121-09462, 121N09463, 121-09463, 121-09464, 121N09465"
426,"KOREAN VETERANS BLVD N @ 4TH AVE S","121+12444","36.15707","-86.77461","0.31"," 1 h 37 m","2 d 45 m","0","10,290","888","8,657","1,012","386,286","121+12444, 121P12443"
427,"US-70 E @ STEWARTS FERRY PIKE","121+04442","36.16837","-86.6569","0.69"," 31 m"," 15 h 40 m","0","17,502","614","11,322","839","386,161","121+04442, 121+04441, 121+04440, 121P04439"
428,"TN-10 N @ US-41-ALT/TN-16/MADISON ST/ELM ST","121+06013","35.48935","-86.45902","0.14"," 6 h 45 m","8 d 10 h 51 m","0","7,026","1,619","18,218","1,791","385,913","121+06013, 121P06910, 121+06910, 121P06909"
429,"KIMBROUGH RD S @ US-72/POPLAR AVE","113N15409","35.08393","-89.79093","0.04"," 15 h 6 m","18 d 21 h 25 m","0","7,550","1,024","16,951","1,529","385,821","113N15409"
430,"TN-96 W @ W LOKEY AVE","121-08713","35.8559","-86.3946","0.82"," 27 m"," 13 h 56 m","0","14,787","663","11,894","922","384,603","121-08713, 121-06763"
431,"US-70S W @ TN-100","121P05890","36.09908","-86.87217","0.24"," 2 h 29 m","3 d 2 h 51 m","0","14,593","960","18,477","1,197","382,941","121P05890, 121+05890, 121+08645"
432,"EBENEZER RD S @ TN-332/NORTHSHORE DR","121N10593","35.86523","-84.06086","0.19"," 11 h 49 m","14 d 18 h 58 m","0","10,128","1,908","33,899","2,077","381,934","121N10593, 121-10593, 121-10594"
433,"PAUL HUFF PKWY E @ US-11/NW KEITH ST","121P12555","35.20106","-84.84564","0.12"," 10 h 4 m","12 d 14 h 26 m","0","15,568","955","14,904","1,083","379,530","121P12555, 121+12555, 121P12554, 121+12554"
434,"28TH AVE N N @ JEFFERSON ST/JOHN A MERRITT BLVD","121P13610","36.16787","-86.82079","0.2"," 5 h 9 m","6 d 10 h 51 m","0","6,706","1,531","20,210","1,850","379,475","121P13610, 121+13610, 121P13609, 121+13609, 121P13608"
435,"TN-320 W @ JENKINS RD","121-09827","35.00857","-85.1532","0.44"," 1 h 26 m","1 d 19 h 18 m","0","14,698","1,143","18,825","1,271","379,465","121-09827"
436,"SAM COOPER BLVD E @ I-40/I-240/EXIT 10","113P04227","35.15582","-89.87993","0.69"," 6 m"," 3 h 29 m","0","59,385","225","8,105","379","379,054","113P04227, 113+04227, 113P04226"
437,"US-11 N @ TN-17/TENNESSEE AVE","121+08441","35.01452","-85.3251","1.3"," 10 m"," 5 h","0","23,231","323","6,896","549","378,070","121+08441, 121+08440, 121+08439, 121P08438"
438,"GALLAHER VIEW RD S @ US-11/US-70/KINGSTON PIKE","121-10656","35.92311","-84.05896","0.15"," 3 h 54 m","4 d 21 h 20 m","0","8,554","951","10,229","1,163","377,738","121-10656, 121N10657"
439,"US-51 N @ US-64/US-70/US-79/TN-3/UNION AVE","113P10796","35.13728","-90.02067","0.17"," 5 h 28 m","6 d 20 h 4 m","0","5,671","1,356","13,007","1,611","376,822","113P10796, 113+10796, 113+10795"
440,"TN-109 N @ US-70/TN-24/LEBANON RD","121P06065","36.23366","-86.42921","0.13"," 6 h 41 m","8 d 8 h 48 m","0","10,179","1,418","32,646","1,854","376,230","121P06065, 121+06065, 121+09012"
441,"RIVERSIDE DR N @ UNION AVE","113+10753","35.14396","-90.05623","1.41"," 1 h 8 m","1 d 10 h 18 m","0","6,401","2,908","45,833","3,077","375,804","113+10753, 113P10752"
442,"US-41 W @ I-24","121P09044","36.1769","-86.77357","0.3"," 27 m"," 13 h 55 m","0","41,096","242","4,082","331","375,524","121P09044, 121+09044, 121P09043, 121+09043, 121P09042"
443,"GALLATIN PIKE S @ DOUGLAS AVE","121-09237","36.19268","-86.74442","0.37"," 2 h 16 m","2 d 20 h 7 m","0","8,785","1,321","19,039","1,574","375,002","121-09237, 121-09238, 121-09239"
444,"HOUSTON LEVEE RD N @ TN-193/MACON RD","113+15515","35.1601","-89.72751","2.93"," 14 m"," 7 h 23 m","0","14,794","1,162","22,151","1,334","373,470","113+15515, 113+50868, 113P50867"
445,"US-11 N @ TN-153","121P08465","35.03273","-85.1817","0.28"," 2 h 33 m","3 d 4 h 39 m","0","12,352","1,036","12,937","1,138","373,233","121P08465, 121+08465, 121+08464, 121P08463"
446,"US-11 S @ E MAIN ST","121-11528","35.02221","-85.26947","0.64"," 38 m"," 19 h 26 m","0","9,286","759","14,439","1,240","372,830","121-11528, 121-11529, 121-11530"
447,"US-70 E @ 46TH AVE","121+04420","36.1522","-86.84222","0.41"," 1 h 20 m","1 d 16 h","0","13,948","895","13,286","1,055","371,379","121+04420, 121+04419, 121+04418"
448,"SUMMIT HILL DR W @ US-441/BROADWAY ST/HENLEY ST","121-10506","35.96489","-83.92388","0.59"," 24 m"," 12 h 27 m","0","13,549","439","3,133","514","370,792","121-10506, 121-10507, 121N10508, 121-10508"
449,"US-11E N @ CRAIG DR/GODSEY RD","121+08535","36.55934","-82.21165","4.84"," 10 m"," 5 h 6 m","0","11,192","1,473","31,837","1,772","368,140","121+08535, 121+14150, 121P05628"
450,"US-72 E @ US-64/US-79/TN-57/E PARKWAY N","113P10804","35.14048","-89.9829","0.09"," 5 h 24 m","6 d 18 h 18 m","0","12,322","853","13,691","1,088","366,949","113P10804, 113+10804"
451,"BELL RD W @ ANDERSON RD","121-50583","36.07477","-86.63507","1.54"," 45 m"," 22 h 52 m","0","6,071","2,037","31,575","2,395","365,395","121-50583, 121-50584, 121N50585, 121-50585, 121-13665, 121N13666"
452,"TN-45 W @ US-70/TN-24/LEBANON PIKE","121N09232","36.19916","-86.62047","0.13"," 4 h 53 m","6 d 2 h 31 m","0","11,130","1,144","17,991","1,345","364,189","121N09232, 121-09232, 121-09233"
453,"POWELL AVE N @ TN-155/THOMPSON LN","121P13690","36.11235","-86.76704","0.09"," 8 h 5 m","10 d 2 h 57 m","0","9,712","1,083","13,809","1,265","361,745","121P13690, 121+13690, 121+13689"
454,"TN-155 E @ THOMPSON LN/SOUTHLAKE DR","121P08688","36.10928","-86.72738","0.26"," 1 h 12 m","1 d 12 h 7 m","0","15,389","478","8,426","735","361,250","121P08688, 121+08688, 121P08687, 121+08687, 121+08686"
455,"ANTIOCH PIKE S @ HICKORY HOLLOW PKWY/BLUE HOLE RD","121N50688","36.05972","-86.67107","0.25"," 4 h 23 m","5 d 11 h 43 m","0","4,708","1,812","25,841","2,371","360,476","121N50688, 121-50688, 121-50689, 121-50690"
456,"US-441 N @ BLOUNT AVE","121+10410","35.95437","-83.91644","0.93"," 17 m"," 8 h 38 m","0","21,427","462","7,625","607","360,371","121+10410, 121+10409"
457,"US-78 N @ WINCHESTER RD","113P05561","35.05218","-89.92674","0.15"," 4 h 16 m","5 d 8 h 22 m","0","15,546","1,063","19,751","1,203","358,538","113P05561, 113+05561"
458,"US-70S W @ TN-102/NISSAN DR","121+08661","35.95437","-86.49414","1.64"," 16 m"," 8 h 11 m","0","15,020","726","18,922","1,094","356,907","121+08661, 121+08663, 121+08664"
459,"US-79 W @ TN-48/COLLEGE ST","121N06009","36.53886","-87.33814","0.15"," 3 h 46 m","4 d 17 h 9 m","0","14,210","754","14,969","1,028","356,825","121N06009, 121-06009, 121N07147, 121-07147, 121N07148, 121-07148"
460,"TN-254 W @ EDMONSON PIKE","121-09262","36.04","-86.74349","1.5"," 11 m"," 5 h 50 m","0","19,526","490","11,330","745","353,804","121-09262, 121N09263, 121-09263, 121-09264"
461,"TN-317 S @ NOAH REID RD","121-10287","35.07452","-85.1708","1.73"," 6 m"," 3 h 16 m","0","32,505","309","6,264","432","352,657","121-10287, 121N10288, 121-10288, 121N10289"
462,"TN-58 N @ I-40/TN-326/GALLAHER RD","121P09384","35.87244","-84.44238","2.58"," 6 m"," 3 h","0","23,841","278","11,584","732","352,550","121P09384, 121+09384"
